uuid,nombre,apellido,genero,email,telefono,ciudad,pais,codigo_postal,fecha_nacimiento,edad,foto_url,fecha_registro_api,segmento_edad,fecha_procesamiento
9b50e70a-62d5-4a54-88d0-528966411774,Dimitri,Trommer,male,dimitri.trommer@example.com,0659-6668459,Beverungen,Germany,84027,1959-04-02,67,https://randomuser.me/api/portraits/men/75.jpg,2002-12-31,Senior,2026-06-22 21:40:40
b764b28f-e0c6-4ec8-b718-a3b6361c79df,Natalie,Charles,female,natalie.charles@example.com,076 141 99 13,Mellingen,Switzerland,4786,1945-12-03,80,https://randomuser.me/api/portraits/women/15.jpg,2002-07-27,Senior,2026-06-22 21:40:40
b928b5e4-9ba4-4b2a-805b-dc50d2ebda92,Surabhi,Shukla,female,surabhi.shukla@example.com,7953841296,Danapur,India,57819,1990-11-24,35,https://randomuser.me/api/portraits/women/4.jpg,2008-01-31,Adulto,2026-06-22 21:40:40
7e991512-fd9a-4968-9dea-c7c64c5d050f,Léa,Duval,female,lea.duval@example.com,03-95-47-87-41,Courbevoie,France,72618,1977-05-26,49,https://randomuser.me/api/portraits/women/47.jpg,2010-01-18,Maduro,2026-06-22 21:40:40
f56f35cd-843c-4ff2-a3f7-1417589becba,Léandre,Roche,male,leandre.roche@example.com,01-42-02-70-80,Caen,France,74028,1988-01-07,38,https://randomuser.me/api/portraits/men/1.jpg,2020-09-02,Adulto,2026-06-22 21:40:40
3af18d28-2fe8-4a52-a17f-8ee9e4dec08b,Jamie,Stanley,male,jamie.stanley@example.com,(428) 735-7348,Virginia Beach,United States,64876,1995-04-18,31,https://randomuser.me/api/portraits/men/97.jpg,2003-06-07,Adulto,2026-06-22 21:40:40
005807ae-412a-424a-b668-4af169933971,Inmaculada,Sáez,female,inmaculada.saez@example.com,915-581-146,Murcia,Spain,17383,1952-03-05,74,https://randomuser.me/api/portraits/women/38.jpg,2015-11-04,Senior,2026-06-22 21:40:40
ff5d41af-2a8f-49cf-a47a-03a7616c072b,Keith,Douglas,male,keith.douglas@example.com,021-251-4933,Cashel,Ireland,51148,1980-12-25,45,https://randomuser.me/api/portraits/men/35.jpg,2012-12-17,Maduro,2026-06-22 21:40:40
16d27c5d-271a-43f1-ac43-d0e289dacacc,Toligniva,Korchinskiy,female,toligniva.korchinskiy@example.com,(098) X76-7450,Romni,Ukraine,66678,1985-05-10,41,https://randomuser.me/api/portraits/women/85.jpg,2006-06-02,Adulto,2026-06-22 21:40:40
6d580efb-a1e2-4c09-ba8d-de2484aec60d,Yuvraj,Bhardwaj,male,yuvraj.bhardwaj@example.com,8772634524,Gopalpur,India,73598,1997-09-05,28,https://randomuser.me/api/portraits/men/72.jpg,2003-05-23,Adulto,2026-06-22 21:40:40
cd1360c0-95f4-44d5-b12e-7ee1ed222d53,Mika,Theiß,male,mika.theiss@example.com,0554-8813947,Aichtal,Germany,68660,1976-01-25,50,https://randomuser.me/api/portraits/men/26.jpg,2010-01-09,Maduro,2026-06-22 21:40:40
0fae40ca-9ea9-49e7-8f21-685d606292bc,Zeneida,Ramos,female,zeneida.ramos@example.com,(23) 1093-3412,Franco da Rocha,Brazil,13881,1960-11-17,65,https://randomuser.me/api/portraits/women/55.jpg,2020-01-02,Senior,2026-06-22 21:40:40
0b98708e-d456-477f-a2e0-02763172ff35,Shaun,Gilbert,male,shaun.gilbert@example.com,031-624-9252,Newcastle West,Ireland,43406,1983-01-08,43,https://randomuser.me/api/portraits/men/67.jpg,2007-04-24,Adulto,2026-06-22 21:40:40
2283f180-b19d-4f26-b8de-ee6143f861ae,Stella,Ryland,female,stella.ryland@example.com,70053452,Skotbu,Norway,1746,1987-05-19,39,https://randomuser.me/api/portraits/women/85.jpg,2008-01-29,Adulto,2026-06-22 21:40:40
7abc8cd4-00e9-46e7-a3fa-cd091707d679,Esma,Tazegül,female,esma.tazegul@example.com,(872)-627-3523,Amasya,Turkey,53599,1992-04-29,34,https://randomuser.me/api/portraits/women/96.jpg,2021-08-16,Adulto,2026-06-22 21:40:40
b579a197-6ba4-440c-94eb-453cdeac881e,Toni,Adam,male,toni.adam@example.com,076 444 85 23,Hedingen,Switzerland,6768,1952-03-08,74,https://randomuser.me/api/portraits/men/13.jpg,2017-08-04,Senior,2026-06-22 21:40:40
78f86cec-722f-4ae5-8a5a-ee53dbc678e1,Aldo,Laube,male,aldo.laube@example.com,0905-5014027,Sassnitz,Germany,25143,1956-05-19,70,https://randomuser.me/api/portraits/men/31.jpg,2016-08-04,Senior,2026-06-22 21:40:40
36b69a60-4127-4f38-8e02-6304b1e13e18,Lily,Cox,female,lily.cox@example.com,(549) 427-1599,Norman,United States,17408,1974-03-20,52,https://randomuser.me/api/portraits/women/36.jpg,2007-08-16,Maduro,2026-06-22 21:40:40
db1b6b50-61f5-47db-95f2-9b32e9ba18c9,Lea,Lévesque,female,lea.levesque@example.com,W37 E94-5527,Brockton,Canada,O8N 8B2,1990-12-22,35,https://randomuser.me/api/portraits/women/83.jpg,2007-08-10,Adulto,2026-06-22 21:40:40
0f44db58-c66d-4c8e-99e5-6f05b8a9b018,Graciela,Mota,female,graciela.mota@example.com,(694) 988 9753,Caurio de Guadalupe (Cabrio),Mexico,13397,1970-01-30,56,https://randomuser.me/api/portraits/women/86.jpg,2014-07-06,Maduro,2026-06-22 21:40:40
6d377784-1077-448b-a5a7-d92a6188e227,Angie,Martinez,female,angie.martinez@example.com,019467 53349,Birmingham,United Kingdom,U66 4PU,1988-02-23,38,https://randomuser.me/api/portraits/women/77.jpg,2020-11-07,Adulto,2026-06-22 21:40:40
9b54fd3f-e497-443e-9769-30263372e39c,Jeffrey,Bailey,male,jeffrey.bailey@example.com,015396 94493,Aberdeen,United Kingdom,RO1O 9GP,1947-04-04,79,https://randomuser.me/api/portraits/men/13.jpg,2002-09-02,Senior,2026-06-22 21:40:40
c91afa85-3482-46f5-9d8b-204de63b782f,آرتين,نكو نظر,male,artyn.nkwnzr@example.com,007-76977137,شیراز,Iran,57501,1985-07-12,40,https://randomuser.me/api/portraits/men/56.jpg,2002-11-13,Adulto,2026-06-22 21:40:40
6ebc3bfa-e881-4bb4-9718-5b3ecebac690,Johan,Colin,male,johan.colin@example.com,079 316 11 77,Arosa,Switzerland,5632,1994-08-14,31,https://randomuser.me/api/portraits/men/65.jpg,2020-08-24,Adulto,2026-06-22 21:40:40
71b16584-f2b1-4550-b71e-be3106f31e0b,Nalan,Abadan,female,nalan.abadan@example.com,(766)-244-0790,Karabük,Turkey,80506,1981-05-31,45,https://randomuser.me/api/portraits/women/72.jpg,2016-04-18,Maduro,2026-06-22 21:40:40
c4a56936-235c-4872-bf63-41fd863744b3,Annabelle,Jackson,female,annabelle.jackson@example.com,(630)-167-6774,Dunedin,New Zealand,38846,1955-12-05,70,https://randomuser.me/api/portraits/women/88.jpg,2004-08-23,Senior,2026-06-22 21:40:40
e83709a9-c70c-4a72-aedf-864886cd24f6,Lorenzo,Moya,male,lorenzo.moya@example.com,915-808-379,San Sebastián,Spain,17620,1979-09-28,46,https://randomuser.me/api/portraits/men/47.jpg,2018-04-17,Maduro,2026-06-22 21:40:40
72dc50be-191a-4fd8-9825-d0c6c1b44bb4,Angèle,Garcia,female,angele.garcia@example.com,02-13-16-15-66,Strasbourg,France,11638,1965-01-01,61,https://randomuser.me/api/portraits/women/24.jpg,2016-10-18,Maduro,2026-06-22 21:40:40
4e94610f-5571-44b7-8768-11abcac9f314,Romello,Ng,male,romello.ng@example.com,(040) 2611400,Meerveld,Netherlands,4563 GK,1982-10-30,43,https://randomuser.me/api/portraits/men/34.jpg,2020-10-11,Adulto,2026-06-22 21:40:40
775e5f85-b853-4abd-9cbc-f2e6a4a6936e,Nevena,Vuksanović,female,nevena.vuksanovic@example.com,022-9740-285,Batočina,Serbia,55969,1993-09-20,32,https://randomuser.me/api/portraits/women/89.jpg,2005-03-20,Adulto,2026-06-22 21:40:40
49f277bc-c9b1-4803-b9eb-2c7fb818f22c,Benevenuto,Da Paz,male,benevenuto.dapaz@example.com,(62) 5439-0393,Ribeirão Preto,Brazil,96394,1990-12-09,35,https://randomuser.me/api/portraits/men/66.jpg,2005-10-20,Adulto,2026-06-22 21:40:40
9045cc4e-c008-4578-b39f-22e5da83ea5c,Toligniva,Yurchuk,female,toligniva.yurchuk@example.com,(068) B32-6390,Berezan,Ukraine,68513,1959-12-23,66,https://randomuser.me/api/portraits/women/92.jpg,2002-10-26,Senior,2026-06-22 21:40:40
c5097557-5e32-4348-9ddf-fdc4a4b58450,David,Chow,male,david.chow@example.com,E44 N35-6374,Selkirk,Canada,N5V 7Z8,1962-02-04,64,https://randomuser.me/api/portraits/men/91.jpg,2010-01-13,Maduro,2026-06-22 21:40:40
e338aa82-7f0d-4796-b4fd-f0b9bdbae62c,Michael,Harrison,male,michael.harrison@example.com,(632) 308-1519,Rochester,United States,81629,1992-09-09,33,https://randomuser.me/api/portraits/men/65.jpg,2016-10-06,Adulto,2026-06-22 21:40:40
3676c845-ecc5-4d23-b466-5967a4930081,Samuel,Hall,male,samuel.hall@example.com,(063)-398-6903,Greymouth,New Zealand,31579,1968-06-25,57,https://randomuser.me/api/portraits/men/73.jpg,2014-05-25,Maduro,2026-06-22 21:40:40
ca24fb4e-0255-40a0-bb4e-08902703c0a4,Thomas,Ambrose,male,thomas.ambrose@example.com,X33 Z74-2422,Enterprise,Canada,A5K 9V6,1989-09-22,36,https://randomuser.me/api/portraits/men/14.jpg,2003-06-24,Adulto,2026-06-22 21:40:40
b17550fd-9293-47e9-9157-dc5b748a4984,Elmer,Reed,male,elmer.reed@example.com,071-103-9840,Maynooth,Ireland,22852,1971-11-16,54,https://randomuser.me/api/portraits/men/83.jpg,2011-01-20,Maduro,2026-06-22 21:40:40
7f53b29f-f850-4ae1-af80-b57375b2428a,Sofia,Sørensen,female,sofia.sorensen@example.com,32017639,Kongens  Lyngby,Denmark,88181,1947-07-18,78,https://randomuser.me/api/portraits/women/46.jpg,2010-11-15,Senior,2026-06-22 21:40:40
81f1078b-7a58-4504-8dad-4dd6c2f7884c,Maja,Kristensen,female,maja.kristensen@example.com,59634272,Ansager,Denmark,23738,1951-12-17,74,https://randomuser.me/api/portraits/women/22.jpg,2005-03-10,Senior,2026-06-22 21:40:40
1ef5b0ab-100a-44b1-86dd-1d73e7787094,Julie,Dyngeland,female,julie.dyngeland@example.com,55314503,Kyrksæterøra,Norway,9602,1965-10-17,60,https://randomuser.me/api/portraits/women/50.jpg,2007-04-17,Maduro,2026-06-22 21:40:40
fa02ad81-de10-42e6-bf6a-50643aeb0757,Melike,Demirbaş,female,melike.demirbas@example.com,(928)-113-4258,Muş,Turkey,96782,1995-08-23,30,https://randomuser.me/api/portraits/women/62.jpg,2016-03-11,Adulto,2026-06-22 21:40:40
d8814319-ce1f-44a5-89ef-8af85eae29c8,Emma,Harcourt,female,emma.harcourt@example.com,P26 T00-7665,Radisson,Canada,U2R 8C6,1967-06-21,59,https://randomuser.me/api/portraits/women/14.jpg,2021-11-06,Maduro,2026-06-22 21:40:40
695d7a02-0d95-4eb6-b961-af725e885eab,Budivoy,Rimar,male,budivoy.rimar@example.com,(066) B87-5075,Pokrov,Ukraine,88371,1979-11-23,46,https://randomuser.me/api/portraits/men/0.jpg,2002-06-07,Maduro,2026-06-22 21:40:40
eb1e32b7-9f33-49a2-9c5f-0d9671c12807,Trupti,Gamskar,female,trupti.gamskar@example.com,9668810764,Bihar Sharif,India,57059,1972-03-06,54,https://randomuser.me/api/portraits/women/27.jpg,2007-07-31,Maduro,2026-06-22 21:40:40
b58d68d8-e13a-4879-b42e-1c091669d315,Semen,Kapinos,male,semen.kapinos@example.com,(099) Y09-6939,Sievierodoneck,Ukraine,64690,1968-03-28,58,https://randomuser.me/api/portraits/men/40.jpg,2012-12-23,Maduro,2026-06-22 21:40:40
e79ef7fe-dfb8-463f-b235-767791657cf9,Christoffer,Andersen,male,christoffer.andersen@example.com,27671775,Ryslinge,Denmark,90754,1986-04-19,40,https://randomuser.me/api/portraits/men/73.jpg,2008-01-23,Adulto,2026-06-22 21:40:40
7819766f-1467-4e1b-a7d3-002bcec98a50,Teresa,Carrasco,female,teresa.carrasco@example.com,991-078-716,Castellón de la Plana,Spain,89878,1961-10-20,64,https://randomuser.me/api/portraits/women/95.jpg,2016-10-10,Maduro,2026-06-22 21:40:40
a63b261f-91f9-4b68-ab56-eea227701b54,Viktorija,Trajković,female,viktorija.trajkovic@example.com,013-2735-283,Bački Petrovac,Serbia,44424,1957-12-07,68,https://randomuser.me/api/portraits/women/91.jpg,2013-08-15,Senior,2026-06-22 21:40:40
07c340ea-c4e2-47c4-8b72-399d0cb61ee1,Eino,Kari,male,eino.kari@example.com,08-176-390,Savukoski,Finland,33125,1950-02-27,76,https://randomuser.me/api/portraits/men/98.jpg,2006-05-21,Senior,2026-06-22 21:40:40
228de671-ea9d-4d78-a9cd-f899556f9913,Giuseppina,Hubert,female,giuseppina.hubert@example.com,078 563 09 59,Assens,Switzerland,5419,1946-07-13,79,https://randomuser.me/api/portraits/women/62.jpg,2018-08-14,Senior,2026-06-22 21:40:40
6f8e101c-2719-47dc-b31a-9052ac9a68c1,Edmero,Da Conceição,male,edmero.daconceicao@example.com,(12) 1312-8100,Ubá,Brazil,18101,1986-06-13,40,https://randomuser.me/api/portraits/men/7.jpg,2016-09-25,Adulto,2026-06-22 21:40:40
10a0a032-d924-47ba-805e-a66278b27370,Luz,Solís,female,luz.solis@example.com,(659) 721 8366,Alvaro Obregón,Mexico,60368,1953-09-02,72,https://randomuser.me/api/portraits/women/95.jpg,2019-05-05,Senior,2026-06-22 21:40:40
60095060-fcde-43ff-9002-7220713af887,Jasper,Lewis,male,jasper.lewis@example.com,(061)-426-2085,Taupo,New Zealand,37003,1954-05-10,72,https://randomuser.me/api/portraits/men/81.jpg,2010-02-15,Senior,2026-06-22 21:40:40
d9c43518-f49f-4247-9d38-84c108d72dcb,Olivia,Tucker,female,olivia.tucker@example.com,016977 00637,Ely,United Kingdom,PO52 1QZ,1963-10-13,62,https://randomuser.me/api/portraits/women/69.jpg,2015-04-18,Maduro,2026-06-22 21:40:40
b6d8bdd1-6e77-4f50-b348-401aa3af66f7,Aada,Peura,female,aada.peura@example.com,02-245-641,Toivakka,Finland,85202,1956-10-20,69,https://randomuser.me/api/portraits/women/7.jpg,2007-07-12,Senior,2026-06-22 21:40:40
402afb28-15af-4692-8724-e9dbe6865174,Carla,Sánchez,female,carla.sanchez@example.com,938-247-905,La Coruña,Spain,88223,1945-05-28,81,https://randomuser.me/api/portraits/women/27.jpg,2020-12-26,Senior,2026-06-22 21:40:40
24efae8a-01a1-43db-b762-d6ec8c99eb8a,Mehmet,Eronat,male,mehmet.eronat@example.com,(929)-558-1444,Siirt,Turkey,74041,1951-07-04,74,https://randomuser.me/api/portraits/men/39.jpg,2014-01-24,Senior,2026-06-22 21:40:40
9f48ced3-7fdb-49d7-8c46-e930b8d59187,Amy,Walker,female,amy.walker@example.com,W12 B64-2959,Lumsden,Canada,Q3E 6N3,1967-01-02,59,https://randomuser.me/api/portraits/women/7.jpg,2018-08-10,Maduro,2026-06-22 21:40:40
b6eac88d-db09-41bb-aebc-35cb0b8782da,Stephanie,Sanders,female,stephanie.sanders@example.com,015396 40084,Peterborough,United Kingdom,M7G 5UT,1974-02-25,52,https://randomuser.me/api/portraits/women/78.jpg,2019-07-29,Maduro,2026-06-22 21:40:40
7289b07b-ed39-4885-86b5-eeea8c52a23b,Avery,Mason,female,avery.mason@example.com,09-7107-7117,Bowral,Australia,2755,1959-06-13,67,https://randomuser.me/api/portraits/women/60.jpg,2002-07-23,Senior,2026-06-22 21:40:40
9d06968a-3892-44e9-bedc-b0e057f5c151,Juliette,Anderson,female,juliette.anderson@example.com,H03 W76-7163,Vanier,Canada,X4W 2H3,1975-09-30,50,https://randomuser.me/api/portraits/women/53.jpg,2021-09-20,Maduro,2026-06-22 21:40:40
9ccbdf1a-bbbb-4a37-b0be-0c738265acbc,Pavitra,Uchil,female,pavitra.uchil@example.com,7269630037,Shimla,India,97951,1985-04-07,41,https://randomuser.me/api/portraits/women/36.jpg,2014-05-02,Adulto,2026-06-22 21:40:40
44f59285-d211-42e6-9237-031e9612abab,Larry,Bowman,male,larry.bowman@example.com,(240) 377-5938,Rochmond,United States,82947,1956-07-13,69,https://randomuser.me/api/portraits/men/84.jpg,2002-06-01,Senior,2026-06-22 21:40:40
daf09622-ba42-4a9d-95bb-180268f226ff,Arvid,Lødemel,male,arvid.lodemel@example.com,21796719,Fagernes,Norway,6957,1997-01-28,29,https://randomuser.me/api/portraits/men/77.jpg,2009-07-04,Adulto,2026-06-22 21:40:40
c718d1e5-bfc6-449d-8f2f-913f5a186f15,Alexis,Bergeron,female,alexis.bergeron@example.com,O53 F29-1192,Bath,Canada,P3E 3D6,1978-10-22,47,https://randomuser.me/api/portraits/women/52.jpg,2005-07-12,Maduro,2026-06-22 21:40:40
99dd0dd0-8e11-4306-ad5b-44362a28aae4,Evan,Kelly,male,evan.kelly@example.com,(539) 644-2665,Springfield,United States,25263,1954-01-25,72,https://randomuser.me/api/portraits/men/32.jpg,2012-02-07,Senior,2026-06-22 21:40:40
33179608-dc6e-4b6c-8873-8ec060c69f28,Gagan,Naik,male,gagan.naik@example.com,7323949691,Serampore,India,43573,1994-03-20,32,https://randomuser.me/api/portraits/men/7.jpg,2006-01-09,Adulto,2026-06-22 21:40:40
6ae5704a-3171-400a-9abf-6ad475fbdc1c,Herculano,Costa,male,herculano.costa@example.com,(96) 1144-7635,Simões Filho,Brazil,25344,1989-06-05,37,https://randomuser.me/api/portraits/men/99.jpg,2009-09-25,Adulto,2026-06-22 21:40:40
07707768-a536-4d9a-b8e8-b148d55bf03c,Martha,Walters,female,martha.walters@example.com,(841) 879-6993,Fort Collins,United States,44659,1945-11-20,80,https://randomuser.me/api/portraits/women/45.jpg,2003-08-15,Senior,2026-06-22 21:40:40
e0d2ea3e-c704-4d96-9e4d-51febc697650,Elmer,Rosland,male,elmer.rosland@example.com,69138830,Åsgrenda,Norway,7529,1945-08-08,80,https://randomuser.me/api/portraits/men/11.jpg,2021-07-02,Senior,2026-06-22 21:40:40
243c7bcf-e932-41f9-bced-5d2aa3976e05,Yunnuel,Figueroa,male,yunnuel.figueroa@example.com,(612) 086 6222,El Potrero,Mexico,84365,1975-05-24,51,https://randomuser.me/api/portraits/men/99.jpg,2015-03-25,Maduro,2026-06-22 21:40:40
883eac12-b449-41cb-a622-fbeaef76d60c,Elizabeth,Monteiro,female,elizabeth.monteiro@example.com,(53) 4133-3258,Birigüi,Brazil,75553,1994-11-23,31,https://randomuser.me/api/portraits/women/72.jpg,2020-03-09,Adulto,2026-06-22 21:40:40
a334a3d5-9f14-40f6-863a-6f070bfb2711,ستایش,علیزاده,female,stysh.aalyzdh@example.com,029-10781341,سبزوار,Iran,19933,1946-03-11,80,https://randomuser.me/api/portraits/women/90.jpg,2002-08-29,Senior,2026-06-22 21:40:40
29b4b915-655e-4af4-8cd6-46e277858a5b,Rumeysa,Kerckhoffs,female,rumeysa.kerckhoffs@example.com,(018) 0600598,Wolphaartsdijk,Netherlands,0310 PX,1947-01-25,79,https://randomuser.me/api/portraits/women/33.jpg,2013-02-11,Senior,2026-06-22 21:40:40
ea744bee-b1c5-43bc-9a29-214c2ee96e29,Alice,Wilson,female,alice.wilson@example.com,V75 S84-4547,Delta,Canada,Y9L 7U8,1985-09-08,40,https://randomuser.me/api/portraits/women/29.jpg,2003-02-22,Adulto,2026-06-22 21:40:40
def3e285-b61f-41a4-8093-dc67cfe7639a,Arthur,Barrett,male,arthur.barrett@example.com,06-4684-6109,Perth,Australia,4965,1962-04-24,64,https://randomuser.me/api/portraits/men/80.jpg,2004-10-21,Maduro,2026-06-22 21:40:40
94373750-0bb7-4f17-b84c-36d68c38c31f,Anael,Das Neves,male,anael.dasneves@example.com,(95) 9501-0942,Parnaíba,Brazil,28706,1950-05-20,76,https://randomuser.me/api/portraits/men/15.jpg,2014-12-27,Senior,2026-06-22 21:40:40
089d9b7c-9288-4de4-804b-5af72b4a88dc,یاسمین,رضاییان,female,ysmyn.rdyyn@example.com,018-39158443,دزفول,Iran,20146,1951-06-15,75,https://randomuser.me/api/portraits/women/54.jpg,2003-09-21,Senior,2026-06-22 21:40:40
f6b5cd5b-3c66-41a0-9b2f-885dba84330e,Aria,Puister,male,aria.puister@example.com,(0617) 136078,Voorst,Netherlands,4761 UM,1969-06-18,57,https://randomuser.me/api/portraits/men/69.jpg,2018-09-14,Maduro,2026-06-22 21:40:40
1ebff9da-f6b5-4480-b3cb-e3c4e3ede313,Peetu,Karjala,male,peetu.karjala@example.com,03-114-951,Pukkila,Finland,46613,1986-10-10,39,https://randomuser.me/api/portraits/men/88.jpg,2009-12-18,Adulto,2026-06-22 21:40:40
8fee951c-8169-4b0b-95ed-9e15f6cea589,Abram,Flaig,male,abram.flaig@example.com,0352-4367641,Krempe,Germany,65541,1963-02-05,63,https://randomuser.me/api/portraits/men/37.jpg,2022-03-07,Maduro,2026-06-22 21:40:40
25e06cb4-7614-49db-9a05-aa3c02e65fb6,Pozvizda,Grusheckiy,female,pozvizda.grusheckiy@example.com,(097) Z07-7638,Zolote,Ukraine,74488,1962-06-03,64,https://randomuser.me/api/portraits/women/20.jpg,2005-10-05,Maduro,2026-06-22 21:40:40
346ab313-2cdd-4541-a124-8b6d2d9b5d13,Oriyana,Zabrodskiy,female,oriyana.zabrodskiy@example.com,(098) C22-2512,P'yatihatki,Ukraine,23887,1970-09-27,55,https://randomuser.me/api/portraits/women/69.jpg,2017-07-08,Maduro,2026-06-22 21:40:40
07e68744-a81c-42aa-886f-da844c76ea52,تارا,زارعی,female,tr.zraay@example.com,090-26415426,رشت,Iran,78905,1975-06-18,51,https://randomuser.me/api/portraits/women/50.jpg,2019-08-01,Maduro,2026-06-22 21:40:40
a61108d6-f777-4df1-84fd-71c5671d1d63,Necati,Candan,male,necati.candan@example.com,(896)-586-3307,Şanlıurfa,Turkey,26149,1960-04-19,66,https://randomuser.me/api/portraits/men/33.jpg,2016-02-28,Senior,2026-06-22 21:40:40
5c3bee16-c961-4dbd-91d2-efce1f067630,Irene,Diaz,female,irene.diaz@example.com,913-931-741,Albacete,Spain,49422,1960-03-14,66,https://randomuser.me/api/portraits/women/54.jpg,2019-09-23,Senior,2026-06-22 21:40:40
95f002ad-6630-4ce3-8d95-b8ae102bbdd9,Cecilie,Kristensen,female,cecilie.kristensen@example.com,19588251,Roslev,Denmark,13434,1988-05-06,38,https://randomuser.me/api/portraits/women/58.jpg,2006-08-28,Adulto,2026-06-22 21:40:40
f7b96223-9fa4-474c-bc09-1cf26f524be7,Lucas,King,male,lucas.king@example.com,(274)-609-8718,New Plymouth,New Zealand,19823,1951-04-24,75,https://randomuser.me/api/portraits/men/97.jpg,2006-10-26,Senior,2026-06-22 21:40:40
5c26f9a0-7d4f-4293-b935-487841680565,Luis,Gómez,male,luis.gomez@example.com,956-062-847,Pontevedra,Spain,96981,1981-01-18,45,https://randomuser.me/api/portraits/men/78.jpg,2013-03-16,Maduro,2026-06-22 21:40:40
9e795fe8-a461-4c49-8fe0-536178c881eb,آریا,کریمی,male,ary.khrymy@example.com,065-33425535,همدان,Iran,61320,1973-02-27,53,https://randomuser.me/api/portraits/men/40.jpg,2009-05-24,Maduro,2026-06-22 21:40:40
3e225739-e414-433b-b68b-2d66c960af53,Hans-Josef,Kuhr,male,hans-josef.kuhr@example.com,0818-0617533,Steinau an der Straße,Germany,25246,1971-07-15,54,https://randomuser.me/api/portraits/men/0.jpg,2003-07-10,Maduro,2026-06-22 21:40:40
9a22c281-66f2-493a-800b-a98263a1cc4f,Lyder,Rogne,male,lyder.rogne@example.com,82115931,Otta,Norway,1799,1962-12-03,63,https://randomuser.me/api/portraits/men/35.jpg,2017-04-11,Maduro,2026-06-22 21:40:40
39f76a69-bfd2-4275-9822-670119c930cf,Tom,Davidson,male,tom.davidson@example.com,051-933-4897,Galway,Ireland,51620,1992-09-24,33,https://randomuser.me/api/portraits/men/93.jpg,2009-02-27,Adulto,2026-06-22 21:40:40
41174a76-af85-4dc1-8081-aec56487db0e,Catamina,Da Cunha,female,catamina.dacunha@example.com,(27) 8324-8104,São Carlos,Brazil,85953,1995-04-19,31,https://randomuser.me/api/portraits/women/1.jpg,2015-08-28,Adulto,2026-06-22 21:40:40
02ea6aae-891d-4aec-a614-48971cc6820b,Rúdi,Moraes,male,rudi.moraes@example.com,(25) 9377-8177,Taboão da Serra,Brazil,83402,1957-11-11,68,https://randomuser.me/api/portraits/men/56.jpg,2002-09-30,Senior,2026-06-22 21:40:40
4ad19f71-bf80-4a5d-a78d-8fe3c8969001,Phoebe,Vasquez,female,phoebe.vasquez@example.com,016977 8355,Durham,United Kingdom,NZ4 7YQ,1987-05-29,39,https://randomuser.me/api/portraits/women/46.jpg,2008-10-22,Adulto,2026-06-22 21:40:40
c80c9651-a3c8-428d-a4ea-bd288e88759e,Delphine,Ginnish,female,delphine.ginnish@example.com,O23 R09-6209,Cartwright,Canada,Q6X 3Z3,1959-10-01,66,https://randomuser.me/api/portraits/women/50.jpg,2019-11-01,Senior,2026-06-22 21:40:40
c7a744da-aed2-40ba-b5ad-73c19ac0dcd9,Indrajit,Mugeraya,male,indrajit.mugeraya@example.com,9393894617,Ramagundam,India,24343,1996-05-24,30,https://randomuser.me/api/portraits/men/27.jpg,2011-12-13,Adulto,2026-06-22 21:40:40
c29d7e0c-56be-4c49-acfc-01b02dae686e,Rachel,Smythe,female,rachel.smythe@example.com,021-007-0020,Kells,Ireland,93798,1962-09-25,63,https://randomuser.me/api/portraits/women/53.jpg,2010-04-04,Maduro,2026-06-22 21:40:40
faf5eee7-e235-4047-b050-5afe60284b7e,Boyan,Tudor,male,boyan.tudor@example.com,(068) W22-5127,Hust,Ukraine,90353,1991-06-07,35,https://randomuser.me/api/portraits/men/92.jpg,2016-10-24,Adulto,2026-06-22 21:40:40
60b4b3ca-b1bb-49b8-81bb-b51bbf58e255,Ester,Husøy,female,ester.husoy@example.com,80836665,Knarrevik,Norway,5303,1953-09-20,72,https://randomuser.me/api/portraits/women/57.jpg,2012-10-22,Senior,2026-06-22 21:40:40
29e9182e-9252-429d-8bff-21bdb2adc241,Jamie,Brewer,female,jamie.brewer@example.com,06-6264-3296,Australian Capital Territory,Australia,5805,1947-08-12,78,https://randomuser.me/api/portraits/women/3.jpg,2004-11-17,Senior,2026-06-22 21:40:40
0b769a30-f6de-4ed6-9ef1-e63ba0e4f456,Gordon,Horton,male,gordon.horton@example.com,0131 691 1551,Bristol,United Kingdom,HS29 7FG,1993-04-29,33,https://randomuser.me/api/portraits/men/27.jpg,2010-01-24,Adulto,2026-06-22 21:40:40
39f354c5-94d5-461d-ae0b-ba8b13aed556,Ilyès,Lefebvre,male,ilyes.lefebvre@example.com,01-84-80-38-20,Nanterre,France,84639,1966-09-09,59,https://randomuser.me/api/portraits/men/97.jpg,2008-11-04,Maduro,2026-06-22 21:40:40
853c4429-82c4-465d-9631-3fc2cb6e0f4a,Luis,Gomez,male,luis.gomez@example.com,09-7787-8149,Shepparton,Australia,4027,1983-10-23,42,https://randomuser.me/api/portraits/men/54.jpg,2005-04-12,Adulto,2026-06-22 21:40:40
edd9822e-673e-4b50-90f2-6510a8bee70d,Macit,Ayaydın,male,macit.ayaydin@example.com,(282)-126-5558,Bingöl,Turkey,15644,1982-03-30,44,https://randomuser.me/api/portraits/men/19.jpg,2011-05-19,Adulto,2026-06-22 21:40:40
